"Well_Number","Well_Status","NR_Area","NR_Subarea","Location","Location_Long","Latitude","Longitude","Aquifer_ID","Aquifer_Subtype","Aquifer_Type","Hydraulic_Connectivity","Report","Start_Year","End_Year","N_Years","Start_WaterYear","End_WaterYear","N_WaterYears","Start_Year_Monthly","End_Year_Monthly","N_Years_Monthly","Start_WaterYear_Monthly","End_WaterYear_Monthly","N_WaterYears_Monthly","Start_Year_Continuous","End_Year_Continuous","N_Years_Continuous","Start_WaterYear_Continuous","End_WaterYear_Continuous","N_WaterYears_Continuous"
"OW445","Active","North Natural Resource Area","Northeast","Dawson Creek Area / Groundbirch","Dawson Creek Area / Groundbirch (273 Rd And 208 Rd)",1206528.1323,1316087.8331,590,"4b","Confined sand and gravel","Not Likely",TRUE,2014,2022,9,2014,2022,9,NA,NA,NA,NA,NA,NA,2014,2022,9,2014,2022,9
"OW424","Active","West Coast Region","Regional District of Nanaimo","Coombs","Coombs (Shawn Rd)",478819.5959,1115814.1404,216,"4b","Confined sand and gravel","Not Likely",TRUE,2013,2022,10,2013,2022,10,NA,NA,NA,NA,NA,NA,2013,2022,10,2013,2022,10
"OW398","Active","West Coast Region","Regional District of Nanaimo","Parksville","Parksville (Trill Road)",478222.5549,1122863.7527,216,"4b","Confined sand and gravel","Not Likely",TRUE,2013,2021,9,2013,2021,9,NA,NA,NA,NA,NA,NA,2013,2021,9,2013,2021,9
"OW412","Active","South Natural Resource Area","Similkameen","Summerland","Summerland (Upper Trout Creek)",541632.5946,1420901.725,1264,"6b","Crystalline bedrock","Not Likely",TRUE,2013,2022,10,2014,2022,9,NA,NA,NA,NA,NA,NA,2013,2022,10,2014,2022,9
"OW436","Active","West Coast Region","Regional District of Nanaimo","Cassidy","Cassidy (Timberlands Rd. Deep)",450011.558,1155543.4528,160,"4b","Confined sand and gravel","Not Likely",TRUE,2015,2022,8,2016,2022,7,NA,NA,NA,NA,NA,NA,2015,2022,8,2016,2022,7
"OW437","Active","West Coast Region","Regional District of Nanaimo","Cassidy","Cassidy (Timberlands Rd. Shallow)",450014.5534,1155543.2896,161,"1b","Unconfined sand and gravel","Likely",TRUE,2015,2022,8,2016,2022,7,NA,NA,NA,NA,NA,NA,2015,2022,8,2016,2022,7
"OW454","Active","South Coast Region","Sea-to-Sky Corridor","Squamish","Squamish (3800 Paradise Valley Road)",539531.6343,1204875.5894,401,"1b","Unconfined sand and gravel","Likely",TRUE,2015,2022,8,2015,2022,8,NA,NA,NA,NA,NA,NA,2015,2022,8,2015,2022,8
"OW450","Active","South Coast Region","Lower Mainland / Fraser Valley","Chilliwack","Chilliwack (Sweet Briar Ave)",469571.9794,1298291.2397,6,"1a","Unconfined sand and gravel","Likely",TRUE,2014,2022,9,2014,2022,9,NA,NA,NA,NA,NA,NA,2014,2022,9,2014,2022,9
"OW451","Active","South Coast Region","Lower Mainland / Fraser Valley","Hope","Hope (Tobena Road At Flood Hope Road)",493748.3311,1328256.2077,1,"1a","Unconfined sand and gravel","Likely",TRUE,2014,2022,9,2014,2022,9,NA,NA,NA,NA,NA,NA,2014,2022,9,2014,2022,9
"OW438","Active","West Coast Region","Capital Regional District","Salt Spring Island","Salt Spring Island (Ross Rd)",433672.5225,1183465.5564,721,"5a","Sedimentary","Not Likely",TRUE,2014,2022,9,2014,2022,9,NA,NA,NA,NA,NA,NA,2014,2022,9,2014,2022,9
"OW452","Active","South Coast Region","Lower Mainland / Fraser Valley","Langley","Langley (Fort Langley Park)",467282.0536,1249245.0545,37,"4a","Unconfined sand and gravel","Likely",TRUE,2014,2022,9,2014,2022,9,NA,NA,NA,NA,NA,NA,2014,2022,9,2014,2022,9
"OW453","Active","South Coast Region","Lower Mainland / Fraser Valley","Langley","Langley (24015 72nd Ave)",463628.3849,1251477.6058,35,"4a","Unconfined sand and gravel","Likely",TRUE,2014,2022,9,2015,2022,8,NA,NA,NA,NA,NA,NA,2014,2022,9,2015,2022,8
"OW455","Active","North Natural Resource Area","Omineca","Vanderhoof","Vanderhoof",1003536.2526,1110030.2169,243,"6b","Crystalline bedrock","Not Likely",TRUE,2017,2022,6,2017,2022,6,NA,NA,NA,NA,NA,NA,2017,2022,6,2017,2022,6
"OW441","Active","South Coast Region","Lower Mainland / Fraser Valley","Abbotsford","Abbotsford (32315 South Fraser Way)",455357.9987,1268317.8204,28,"4b","Confined sand and gravel","Not Likely",TRUE,2013,2022,10,2013,2022,10,NA,NA,NA,NA,NA,NA,2013,2022,10,2013,2022,10
"OW460","Active","South Coast Region","Sunshine Coast","Gibsons","Gibsons (Oceanmount Blvd & Shaw Rd)",490411.5749,1180094.5082,560,"4a","Unconfined sand and gravel","Likely",TRUE,2010,2022,13,2010,2022,13,NA,NA,NA,NA,NA,NA,2010,2022,13,2010,2022,13
"OW461","Active","South Coast Region","Lower Mainland / Fraser Valley","Surrey","Surrey (Mound Farm Park)",458786.8773,1237101.5218,58,"4c","Confined sand and gravel","Not Likely",TRUE,2017,2021,5,2018,2021,4,NA,NA,NA,NA,NA,NA,2017,2021,5,2018,2021,4
"OW440","Active","South Coast Region","Lower Mainland / Fraser Valley","Langley","Langley (216 ST & 16 Ave)",451971.3672,1247001.799,50,"4b","Confined sand and gravel","Not Likely",TRUE,2017,2022,6,2018,2022,5,NA,NA,NA,NA,NA,NA,2017,2022,6,2018,2022,5
"OW439","Active","West Coast Region","Cowichan Valley Regional District","Cobble Hill","Cobble Hill (Empress Road)",409703.886,1175867.7993,202,"6b","Crystalline bedrock","Not Likely",TRUE,2017,2021,5,2017,2022,6,NA,NA,NA,NA,NA,NA,2017,2021,5,2017,2022,6
"OW456","Active","South Coast Region","Lower Mainland / Fraser Valley","Langley","Langley (Infiltration Gallery At 206 St & 86 Ave)",466045.226,1244419.5954,59,"4b","Confined sand and gravel","Not Likely",TRUE,2017,2021,5,2017,2021,5,NA,NA,NA,NA,NA,NA,2017,2021,5,2017,2021,5
"OW457","Active","South Coast Region","Lower Mainland / Fraser Valley","Abbotsford","Abbotsford (Lamson Road)",453433.3578,1278491.8102,21,"1a","Unconfined sand and gravel","Likely",TRUE,2017,2022,6,2017,2022,6,NA,NA,NA,NA,NA,NA,2017,2022,6,2017,2022,6
"OW458","Active","South Coast Region","Lower Mainland / Fraser Valley","Langley","Langley (26603 24 Ave. Aldergrove)",454213.2781,1257015.5908,27,"4c","Confined sand and gravel","Not Likely",TRUE,2014,2022,9,2015,2022,8,NA,NA,NA,NA,NA,NA,2014,2022,9,2015,2022,8
"OW477","Active","South Coast Region","Sea-to-Sky Corridor","Whistler","Whistler (Function Junction)",567828.2137,1212008.4501,395,"1b","Unconfined sand and gravel","Likely",TRUE,2018,2022,5,2018,2022,5,NA,NA,NA,NA,NA,NA,2018,2022,5,2018,2022,5
"OW462","Active","South Coast Region","Lower Mainland / Fraser Valley","Maple Ridge","Maple Ridge (Thornhill Park)",469000.5571,1255305.0134,19,"5a","Sedimentary","Not Likely",TRUE,2018,2022,5,2018,2022,5,NA,NA,NA,NA,NA,NA,2018,2022,5,2018,2022,5
"OW480","Active","South Coast Region","Sunshine Coast","Keats Island","Keats Island (Keats Rd)",489429.568,1182750.97,548,"6b","Crystalline bedrock","Not Likely",TRUE,2018,2022,5,2018,2022,5,NA,NA,NA,NA,NA,NA,2018,2022,5,2018,2022,5
"OW475","Active","South Coast Region","Sea-to-Sky Corridor","Pemberton","Pemberton (Zurcher Park)",594527.648,1228163.8455,326,"1b","Unconfined sand and gravel","Likely",TRUE,2018,2022,5,2018,2022,5,NA,NA,NA,NA,NA,NA,2018,2022,5,2018,2022,5
"OW476","Active","South Coast Region","Sea-to-Sky Corridor","Pemberton","Pemberton (Industrial Way)",593815.5419,1232997.5004,326,"1b","Unconfined sand and gravel","Likely",TRUE,2018,2022,5,2018,2022,5,NA,NA,NA,NA,NA,NA,2018,2022,5,2018,2022,5
"OW478","Active","South Coast Region","Sea-to-Sky Corridor","Whistler","Whistler (Lorimer Rd)",571772.482,1218165.7984,387,"3","Unconfined sand and gravel","Likely",TRUE,2018,2022,5,2018,2022,5,NA,NA,NA,NA,NA,NA,2018,2022,5,2018,2022,5
"OW468","Active","South Natural Resource Area","East Kootenay","Cranbrook","Cranbrook (Pop Price Park, adjacent to Slater Rd NW)",553346.915,1738628.7109,525,"4b","Confined sand and gravel","Not Likely",TRUE,2018,2022,5,2018,2022,5,NA,NA,NA,NA,NA,NA,2018,2022,5,2018,2022,5
"OW467","Active","South Natural Resource Area","Similkameen","Osoyoos East","Osoyoos East (52 Ave and 25 St)",467453.4861,1480763.5812,194,"4a","Unconfined sand and gravel","Likely",TRUE,2018,2022,5,2018,2022,5,NA,NA,NA,NA,NA,NA,2018,2022,5,2018,2022,5
"OW443","Active","West Coast Region","Capital Regional District","Sooke","Sooke (Phillips Rd Deep)",380178.8852,1169341.5373,606,"6b","Crystalline bedrock","Not Likely",TRUE,2018,2022,5,2018,2022,5,NA,NA,NA,NA,NA,NA,2018,2022,5,2018,2022,5
"OW469","Active","West Coast Region","Capital Regional District","Sooke","Sooke (Phillips Rd Shallow)",380177.0222,1169338.8511,599,"4b","Confined sand and gravel","Not Likely",TRUE,2018,2022,5,2018,2022,5,NA,NA,NA,NA,NA,NA,2018,2022,5,2018,2022,5
"OW470","Active","West Coast Region","Cowichan Valley Regional District","Mill Bay","Mill Bay (Deloume Rd)",406854.9769,1179815.4258,206,"4a","Unconfined sand and gravel","Likely",TRUE,2018,2021,4,2018,2022,5,NA,NA,NA,NA,NA,NA,2018,2021,4,2018,2022,5
"OW473","Active","South Coast Region","Sunshine Coast","Bowen Island","Bowen Island (Channel View Dr)",486675.3509,1193568.4564,747,"6b","Crystalline bedrock","Not Likely",TRUE,2019,2022,4,2019,2022,4,NA,NA,NA,NA,NA,NA,2019,2022,4,2019,2022,4
"OW465","Inactive",NA,NA,NA,NA,453192.8898,1289067.0392,20,"4a","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW463","Active","South Coast Region","Lower Mainland / Fraser Valley","Mission","Mission (30514 Dewdney Trunk Rd)",473844.5435,1263908.1187,884,"4c","Confined sand and gravel","Not Likely",TRUE,2017,2022,6,2018,2022,5,NA,NA,NA,NA,NA,NA,2017,2022,6,2018,2022,5
"OW471","Active","South Coast Region","Sunshine Coast","Lund","Lund (Finn Bay Rd)",553071.2847,1089053.4231,960,"6b","Crystalline bedrock","Not Likely",TRUE,2018,2022,5,2018,2022,5,NA,NA,NA,NA,NA,NA,2018,2022,5,2018,2022,5
"OW459","Active","South Coast Region","Lower Mainland / Fraser Valley","Chilliwack","Chilliwack (Unsworth Rd)",463170.1946,1292339.3375,8,"3","Unconfined sand and gravel","Likely",TRUE,2017,2022,6,2018,2022,5,NA,NA,NA,NA,NA,NA,2017,2022,6,2018,2022,5
"OW490","Active","South Coast Region","Lower Mainland / Fraser Valley","Langley","Langley (80 AVE & 252 ST)",465237.3891,1253222.1739,24,"1a","Unconfined sand and gravel","Likely",TRUE,2016,2022,7,2016,2022,7,NA,NA,NA,NA,NA,NA,2016,2022,7,2016,2022,7
"OW489","Active","West Coast Region","Cowichan Valley Regional District","Cowichan Station","Cowichan Station (Uphill Rd)",415395.5756,1171738.7146,197,"4b","Confined sand and gravel","Not Likely",TRUE,2019,2022,4,2019,2022,4,NA,NA,NA,NA,NA,NA,2019,2022,4,2019,2022,4
"OW488","Active","West Coast Region","Cowichan Valley Regional District","Cowichan Station","Cowichan Station (Koksilah Rd)",415433.88,1172159.1895,197,"4b","Confined sand and gravel","Not Likely",TRUE,2019,2022,4,2019,2022,4,NA,NA,NA,NA,NA,NA,2019,2022,4,2019,2022,4
"OW483","Active","South Coast Region","Sea-to-Sky Corridor","Squamish","Squamish (Powerhouse Creek)",527286.6472,1210931.447,397,"4b","Confined sand and gravel","Not Likely",TRUE,2019,2022,4,2019,2022,4,NA,NA,NA,NA,NA,NA,2019,2022,4,2019,2022,4
"OW485","Active","South Coast Region","Lower Mainland / Fraser Valley","Dewdney","Dewdney (McKamie Rd.)",467167.3643,1277049.6907,12,"1a","Unconfined sand and gravel","Likely",TRUE,2019,2022,4,2019,2022,4,NA,NA,NA,NA,NA,NA,2019,2022,4,2019,2022,4
"OW486","Active","South Coast Region","Lower Mainland / Fraser Valley","Deroche","Deroche (Athey Rd.)",471590.9373,1287439.5496,12,"1a","Unconfined sand and gravel","Likely",TRUE,2019,2022,4,2019,2022,4,NA,NA,NA,NA,NA,NA,2019,2022,4,2019,2022,4
"OW479","Active","South Coast Region","Lower Mainland / Fraser Valley","Maple Ridge","Maple Ridge (276 ST & Bell Ave)",469489.0246,1258413.964,19,"5a","Sedimentary","Not Likely",TRUE,2018,2022,5,2019,2022,4,NA,NA,NA,NA,NA,NA,2018,2022,5,2019,2022,4
"OW444","Active","South Natural Resource Area","Kootenay Boundary","Midway","Midway (W of Cleghorn St. and Palmerston Ave)",470695.5954,1527857.228,478,"3","Unconfined sand and gravel","Likely",TRUE,2018,2022,5,2018,2022,5,NA,NA,NA,NA,NA,NA,2018,2022,5,2018,2022,5
"OW487","Active","South Natural Resource Area","North Okanagan","Lumby","Lumby (Whitevale Rd. & Horner Rd.)",602867.6006,1498369.1471,314,"4b","Confined sand and gravel","Not Likely",TRUE,2020,2022,3,2020,2022,3,NA,NA,NA,NA,NA,NA,2020,2022,3,2020,2022,3
"OW491","Active","South Coast Region","Lower Mainland / Fraser Valley","Maple Ridge","Maple Ridge (Selvey Park)",470790.9699,1257332.6316,26,"4b","Confined sand and gravel","Not Likely",TRUE,2020,2022,3,2020,2022,3,NA,NA,NA,NA,NA,NA,2020,2022,3,2020,2022,3
"OW492","Active","South Coast Region","Lower Mainland / Fraser Valley","Columbia Valley","Columbia Valley (Kosikar Rd)",453191.6583,1289064.9076,20,"4a","Unconfined sand and gravel","Likely",TRUE,2020,2022,3,2020,2022,3,NA,NA,NA,NA,NA,NA,2020,2022,3,2020,2022,3
"OW493","Active","West Coast Region","Cowichan Valley Regional District","Cowichan Station","Cowichan Station (Jack Fleetwood Park)",415391.6954,1171620.8735,198,"5a","Sedimentary","Not Likely",TRUE,2020,2022,3,2020,2022,3,NA,NA,NA,NA,NA,NA,2020,2022,3,2020,2022,3
"OW495","Active","South Coast Region","Sunshine Coast","Bowen Island","Bowen Island (Singing Woods)",487820.9477,1192624.9388,746,"6b","Crystalline bedrock","Not Likely",TRUE,2018,2022,5,2018,2022,5,NA,NA,NA,NA,NA,NA,2018,2022,5,2018,2022,5
"OW482","Active","North Natural Resource Area","Northeast","Fort Nelson","Fort Nelson (Muskwa river bend)",1536397.6875,1192319.8341,1040,"4b","Confined sand and gravel","Not Likely",TRUE,2018,2022,5,2019,2022,4,NA,NA,NA,NA,NA,NA,2018,2022,5,2019,2022,4
"OW498","Active","South Coast Region","Sunshine Coast","Sechelt","Sechelt (Mission Point Park - DEEP)",494194.0201,1165190.0552,566,"4a","Unconfined sand and gravel","Likely",TRUE,2021,2021,1,2021,2021,1,NA,NA,NA,NA,NA,NA,2021,2021,1,2021,2021,1
"OW497","Active","South Coast Region","Sunshine Coast","Scrd","Scrd (Whispering Firs Park)",490699.1604,1177238.8542,560,"4a","Unconfined sand and gravel","Likely",TRUE,2021,2022,2,2021,2022,2,NA,NA,NA,NA,NA,NA,2021,2022,2,2021,2022,2
"OW499","Active","South Coast Region","Sunshine Coast","Sechelt","Sechelt (Mission Point Park - SHALLOW)",494192.9093,1165190.0909,566,"4a","Unconfined sand and gravel","Likely",TRUE,2021,2022,2,2021,2022,2,NA,NA,NA,NA,NA,NA,2021,2022,2,2021,2022,2
"OW506","Active",NA,NA,NA,NA,491764.956,1471234.9501,255,"1a","Unconfined sand and gravel","Likely",FALSE,2021,2022,2,2022,2022,1,2021,2021,1,2022,2022,1,2022,2022,1,2022,2022,1
"OW501","Active",NA,NA,NA,NA,1007622.2317,823976.8102,1085,"4c","Confined sand and gravel","Not Likely",FALSE,2022,2022,1,2022,2022,1,NA,NA,NA,NA,NA,NA,2022,2022,1,2022,2022,1
